variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_fs_iso_k8_glue,1000,2,18765,3796,0.2677,0.2552,0.4839,0.1412,14656,49.88
hier_fs_iso_k8,1000,3,1822373,227132,1.6241,0.4278,3.779,0.2621,131904,339.66
hier_fs_iso_k8_seg_node,1000,3,225451,27917,1.3564,0.4278,3.779,0.0218,14656,339.66
hier_fs_iso_k8_seg_total,1000,3,1803608,223336,1.3564,0.4278,3.779,0.123,117248,339.66
hier_fs_iso_k8_glue,1000,3,18765,3796,0.2677,0.257,0.4816,0.1391,14656,49.94
hier_fs_iso_k2,1504,1,2967893,374532,9.0423,1.7008,22.9192,0.1168,43968,2055.28
hier_fs_iso_k2_seg_node,1504,1,1479086,185514,8.809,1.7008,22.9192,0.0126,14656,2055.28
hier_fs_iso_k2_seg_total,1504,1,2958172,371028,8.809,1.7008,22.9192,0.0248,29312,2055.28
hier_fs_iso_k2_glue,1504,1,9721,3504,0.2333,0.2238,0.286,0.092,14656,37.48
hier_fs_iso_k2,1504,2,2967893,374532,9.0423,1.7042,22.8515,0.1212,43968,2055.23
hier_fs_iso_k2_seg_node,1504,2,1479086,185514,8.809,1.7042,22.8515,0.0129,14656,2055.23
hier_fs_iso_k2_seg_total,1504,2,2958172,371028,8.809,1.7042,22.8515,0.0257,29312,2055.23
hier_fs_iso_k2_glue,1504,2,9721,3504,0.2333,0.2226,0.2811,0.0955,14656,37.52
hier_fs_iso_k2,1504,3,2967893,374532,9.0423,1.7234,22.8365,0.1163,43968,2055.34
hier_fs_iso_k2_seg_node,1504,3,1479086,185514,8.809,1.7234,22.8365,0.0126,14656,2055.34
hier_fs_iso_k2_seg_total,1504,3,2958172,371028,8.809,1.7234,22.8365,0.0248,29312,2055.34
hier_fs_iso_k2_glue,1504,3,9721,3504,0.2333,0.2248,0.292,0.0915,14656,37.26
