variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_cfs_iso_k4,128,1,181796,20692,0.6,0.2684,0.9516,0.1558,73280,85.4
hier_cfs_iso_k4_seg_node,128,1,43007,4943,0.3741,0.2684,0.9516,0.0127,14656,85.4
hier_cfs_iso_k4_seg_total,128,1,172028,19772,0.3741,0.2684,0.9516,0.0491,58624,85.4
hier_cfs_iso_k4_glue,128,1,9768,920,0.2259,0.2368,0.2929,0.1067,14656,35.11
hier_cfs_iso_k4,128,2,181796,20692,0.6,0.2804,0.9795,0.1583,73280,85.18
hier_cfs_iso_k4_seg_node,128,2,43007,4943,0.3741,0.2804,0.9795,0.0128,14656,85.18
hier_cfs_iso_k4_seg_total,128,2,172028,19772,0.3741,0.2804,0.9795,0.0493,58624,85.18
hier_cfs_iso_k4_glue,128,2,9768,920,0.2259,0.2363,0.2928,0.109,14656,35.28
hier_cfs_iso_k4,128,3,181796,20692,0.6,0.2654,0.9925,0.1627,73280,85.27
hier_cfs_iso_k4_seg_node,128,3,43007,4943,0.3741,0.2654,0.9925,0.0201,14656,85.27
hier_cfs_iso_k4_seg_total,128,3,172028,19772,0.3741,0.2654,0.9925,0.0601,58624,85.27
hier_cfs_iso_k4_glue,128,3,9768,920,0.2259,0.2392,0.2929,0.1026,14656,35.34
hier_cfs_iso_k8,128,1,196656,20772,0.536,0.2422,0.5424,0.2486,131904,54.17
hier_cfs_iso_k8_seg_node,128,1,22535,2399,0.2845,0.2422,0.5424,0.0175,14656,54.17
hier_cfs_iso_k8_seg_total,128,1,180280,19192,0.2845,0.2422,0.5424,0.1056,117248,54.17
hier_cfs_iso_k8_glue,128,1,16376,1580,0.2515,0.2353,0.3493,0.143,14656,41.26
hier_cfs_iso_k8,128,2,196656,20772,0.536,0.2453,0.547,0.2565,131904,54.32
hier_cfs_iso_k8_seg_node,128,2,22535,2399,0.2845,0.2453,0.547,0.0189,14656,54.32
hier_cfs_iso_k8_seg_total,128,2,180280,19192,0.2845,0.2453,0.547,0.1161,117248,54.32
hier_cfs_iso_k8_glue,128,2,16376,1580,0.2515,0.2379,0.3535,0.1404,14656,41.26
hier_cfs_iso_k8,128,3,196656,20772,0.536,0.2476,0.5472,0.2552,131904,54.32
hier_cfs_iso_k8_seg_node,128,3,22535,2399,0.2845,0.2476,0.5472,0.0194,14656,54.32
hier_cfs_iso_k8_seg_total,128,3,180280,19192,0.2845,0.2476,0.5472,0.1161,117248,54.32
hier_cfs_iso_k8_glue,128,3,16376,1580,0.2515,0.2401,0.3552,0.1391,14656,41.2
hier_cfs_iso_k2,256,1,382301,46892,1.2576,0.4207,3.4261,0.1054,43968,280.53
hier_cfs_iso_k2_seg_node,256,1,187619,23001,1.0418,0.4207,3.4261,0.0122,14656,280.53
hier_cfs_iso_k2_seg_total,256,1,375238,46002,1.0418,0.4207,3.4261,0.0238,29312,280.53
hier_cfs_iso_k2_glue,256,1,7063,890,0.2158,0.2364,0.2,0.0816,14656,30.23
hier_cfs_iso_k2,256,2,382301,46892,1.2576,0.4226,3.4191,0.1071,43968,280.7
hier_cfs_iso_k2_seg_node,256,2,187619,23001,1.0418,0.4226,3.4191,0.0123,14656,280.7
hier_cfs_iso_k2_seg_total,256,2,375238,46002,1.0418,0.4226,3.4191,0.0241,29312,280.7
hier_cfs_iso_k2_glue,256,2,7063,890,0.2158,0.2435,0.2079,0.083,14656,30.09
hier_cfs_iso_k2,256,3,382301,46892,1.2576,0.4209,3.4201,0.1123,43968,280.89
hier_cfs_iso_k2_seg_node,256,3,187619,23001,1.0418,0.4209,3.4201,0.0121,14656,280.89
hier_cfs_iso_k2_seg_total,256,3,375238,46002,1.0418,0.4209,3.4201,0.0237,29312,280.89
hier_cfs_iso_k2_glue,256,3,7063,890,0.2158,0.2368,0.2069,0.0886,14656,30.27
hier_cfs_iso_k4,256,1,389730,46932,0.8411,0.3282,1.8303,0.1709,73280,158.88
hier_cfs_iso_k4_seg_node,256,1,94755,11417,0.6089,0.3282,1.8303,0.022,14656,158.88
hier_cfs_iso_k4_seg_total,256,1,379020,45668,0.6089,0.3282,1.8303,0.066,58624,158.88
hier_cfs_iso_k4_glue,256,1,10710,1264,0.2322,0.239,0.3033,0.1049,14656,37.25
hier_cfs_iso_k4,256,2,389730,46932,0.8411,0.3273,1.8751,0.164,73280,158.86
hier_cfs_iso_k4_seg_node,256,2,94755,11417,0.6089,0.3273,1.8751,0.0144,14656,158.86
hier_cfs_iso_k4_seg_total,256,2,379020,45668,0.6089,0.3273,1.8751,0.0515,58624,158.86
hier_cfs_iso_k4_glue,256,2,10710,1264,0.2322,0.2423,0.296,0.1125,14656,37.31
hier_cfs_iso_k4,256,3,389730,46932,0.8411,0.3278,1.8713,0.1734,73280,158.89
hier_cfs_iso_k4_seg_node,256,3,94755,11417,0.6089,0.3278,1.8713,0.0192,14656,158.89
hier_cfs_iso_k4_seg_total,256,3,379020,45668,0.6089,0.3278,1.8713,0.0633,58624,158.89
hier_cfs_iso_k4_glue,256,3,10710,1264,0.2322,0.2359,0.3067,0.1101,14656,37.04
hier_cfs_iso_k8,256,1,404588,47012,0.6464,0.2727,1.0654,0.2568,131904,89.62
hier_cfs_iso_k8_seg_node,256,1,48323,5625,0.3903,0.2727,1.0654,0.0174,14656,89.62
hier_cfs_iso_k8_seg_total,256,1,386584,45000,0.3903,0.2727,1.0654,0.1116,117248,89.62
hier_cfs_iso_k8_glue,256,1,18004,2012,0.2561,0.2469,0.4771,0.1452,14656,47.12
hier_cfs_iso_k8,256,2,404588,47012,0.6464,0.277,1.0118,0.2582,131904,89.62
hier_cfs_iso_k8_seg_node,256,2,48323,5625,0.3903,0.277,1.0118,0.0168,14656,89.62
hier_cfs_iso_k8_seg_total,256,2,386584,45000,0.3903,0.277,1.0118,0.1083,117248,89.62
hier_cfs_iso_k8_glue,256,2,18004,2012,0.2561,0.2402,0.481,0.1499,14656,47.12
hier_cfs_iso_k8,256,3,404588,47012,0.6464,0.2814,1.0195,0.2483,131904,89.5
hier_cfs_iso_k8_seg_node,256,3,48323,5625,0.3903,0.2814,1.0195,0.015,14656,89.5
hier_cfs_iso_k8_seg_total,256,3,386584,45000,0.3903,0.2814,1.0195,0.1054,117248,89.5
hier_cfs_iso_k8_glue,256,3,18004,2012,0.2561,0.2481,0.4965,0.1429,14656,47.32
hier_cfs_iso_k2,512,1,842078,105004,2.4326,0.5894,6.7874,0.1089,43968,588.59
hier_cfs_iso_k2_seg_node,512,1,417080,51779,2.2184,0.5894,6.7874,0.0123,14656,588.59
