variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
recursion_gp_k2_seg_node,768,2,690098,86192,3.7504,0.8691,11.6051,,,1054.01
recursion_gp_k2_seg_total,768,2,1380196,172384,3.7504,0.8691,11.6051,,,1054.01
recursion_gp_k2_outer,768,2,1476169,2000,0.2487,0.1898,20.8983,0.0156,14656,2124.37
recursion_gp_k4,768,1,4395691,174430,2.0053,0.6261,45.1605,0.0139,14656,4191.23
recursion_gp_k4_seg_node,768,1,345650,42992,1.7614,0.4365,4.4363,,,518.34
recursion_gp_k4_seg_total,768,1,1382600,171968,1.7614,0.4365,4.4363,,,518.34
recursion_gp_k4_outer,768,1,3013091,2462,0.2439,0.1896,40.7242,0.0139,14656,4191.23
recursion_gp_k4,768,2,4395691,174430,2.0017,0.7011,46.5628,0.0129,14656,4130.95
recursion_gp_k4_seg_node,768,2,345650,42992,1.7614,0.5146,6.2175,,,517.91
recursion_gp_k4_seg_total,768,2,1382600,171968,1.7614,0.5146,6.2175,,,517.91
recursion_gp_k4_outer,768,2,3013091,2462,0.2403,0.1865,40.3453,0.0129,14656,4130.95
recursion_gp_k8,768,1,7474344,174522,1.1745,0.5129,78.962,0.0126,14656,8119.39
recursion_gp_k8_seg_node,768,1,173426,21392,0.9016,0.3106,2.395,,,281.7
recursion_gp_k8_seg_total,768,1,1387408,171136,0.9016,0.3106,2.395,,,281.7
recursion_gp_k8_outer,768,1,6086936,3386,0.2729,0.2023,76.567,0.0126,14656,8119.39
recursion_gp_k8,768,2,7474344,174522,1.1625,0.5933,80.7969,0.0122,14656,8209.87
recursion_gp_k8_seg_node,768,2,173426,21392,0.9016,0.3808,3.4122,,,281.48
recursion_gp_k8_seg_total,768,2,1387408,171136,0.9016,0.3808,3.4122,,,281.48
recursion_gp_k8_outer,768,2,6086936,3386,0.2609,0.2125,77.3847,0.0122,14656,8209.87
recursion_gp_k2,1000,1,3273037,227048,5.0468,1.197,30.0935,0.016,14656,2060.04
recursion_gp_k2_seg_node,1000,1,898202,112292,4.8167,1.0112,9.5054,,,1251.85
recursion_gp_k2_seg_total,1000,1,1796404,224584,4.8167,1.0112,9.5054,,,1251.85
recursion_gp_k2_outer,1000,1,1476633,2464,0.2301,0.1858,20.5881,0.016,14656,2060.04
recursion_gp_k2,1000,2,3273037,227048,5.0611,1.3074,33.7277,0.017,14656,2061.5
recursion_gp_k2_seg_node,1000,2,898202,112292,4.8167,1.1167,13.2179,,,1251.93
recursion_gp_k2_seg_total,1000,2,1796404,224584,4.8167,1.1167,13.2179,,,1251.93
recursion_gp_k2_outer,1000,2,1476633,2464,0.2444,0.1907,20.5098,0.017,14656,2061.5
recursion_gp_k4,1000,1,4812363,227094,2.6401,0.7152,46.2899,0.0138,14656,4168.88
recursion_gp_k4_seg_node,1000,1,449702,56042,2.3907,0.5213,5.1063,,,627.39
recursion_gp_k4_seg_total,1000,1,1798808,224168,2.3907,0.5213,5.1063,,,627.39
recursion_gp_k4_outer,1000,1,3013555,2926,0.2494,0.1939,41.1836,0.0138,14656,4168.88
recursion_gp_k4,1000,2,4812363,227094,2.6478,0.8032,47.5981,0.0133,14656,4154.77
recursion_gp_k4_seg_node,1000,2,449702,56042,2.3907,0.605,7.0745,,,627.27
recursion_gp_k4_seg_total,1000,2,1798808,224168,2.3907,0.605,7.0745,,,627.27
recursion_gp_k4_outer,1000,2,3013555,2926,0.2571,0.1982,40.5236,0.0133,14656,4154.77
recursion_gp_k8,1000,1,7891008,227186,1.435,0.5628,80.3805,0.0123,14656,8182.91
recursion_gp_k8_seg_node,1000,1,225451,27917,1.1596,0.3544,2.7239,,,338.35
recursion_gp_k8_seg_total,1000,1,1803608,223336,1.1596,0.3544,2.7239,,,338.35
recursion_gp_k8_outer,1000,1,6087400,3850,0.2754,0.2084,77.6566,0.0123,14656,8182.91
recursion_gp_k8,1000,2,7891008,227186,1.422,0.6449,81.2761,0.012,14656,8120.95
recursion_gp_k8_seg_node,1000,2,225451,27917,1.1596,0.4283,3.8081,,,338.27
recursion_gp_k8_seg_total,1000,2,1803608,223336,1.1596,0.4283,3.8081,,,338.27
recursion_gp_k8_outer,1000,2,6087400,3850,0.2624,0.2166,77.468,0.012,14656,8120.95
