variant,n,run,circuit_size,acir_opcodes,compile_s,witness_s,prove_s,verify_s,proof_bytes,peak_mb
hier_c_iso_k2_glue,1000,1,96922,12449,2.4481,1.9145,2.4653,0.0991,14656,597.8
hier_c_iso_k2,1000,2,1891288,235019,7.4247,1.9248,13.2128,0.1277,43968,1206.91
hier_c_iso_k2_seg_node,1000,2,897183,111285,4.9766,1.0778,13.2128,0.0201,14656,1206.91
hier_c_iso_k2_seg_total,1000,2,1794366,222570,4.9766,1.0778,13.2128,0.0339,29312,1206.91
hier_c_iso_k2_glue,1000,2,96922,12449,2.4481,1.9248,2.4618,0.0938,14656,598.0
hier_c_iso_k2,1000,3,1891288,235019,7.4247,1.936,13.1602,0.1317,43968,1206.9
hier_c_iso_k2_seg_node,1000,3,897183,111285,4.9766,1.0906,13.1602,0.0172,14656,1206.9
hier_c_iso_k2_seg_total,1000,3,1794366,222570,4.9766,1.0906,13.1602,0.0309,29312,1206.9
hier_c_iso_k2_glue,1000,3,96922,12449,2.4481,1.936,2.4563,0.1008,14656,598.01
hier_c_iso_k4,1000,1,1897246,235033,5.2279,1.9692,7.009,0.1696,73280,638.29
hier_c_iso_k4_seg_node,1000,1,449183,55535,2.5717,0.5857,7.009,0.0184,14656,638.29
hier_c_iso_k4_seg_total,1000,1,1796732,222140,2.5717,0.5857,7.009,0.0657,58624,638.29
hier_c_iso_k4_glue,1000,1,100514,12893,2.6562,1.9692,2.4922,0.1039,14656,598.93
hier_c_iso_k4,1000,2,1897246,235033,5.2279,1.9594,7.0437,0.1631,73280,638.1
hier_c_iso_k4_seg_node,1000,2,449183,55535,2.5717,0.5937,7.0437,0.014,14656,638.1
hier_c_iso_k4_seg_total,1000,2,1796732,222140,2.5717,0.5937,7.0437,0.0539,58624,638.1
hier_c_iso_k4_glue,1000,2,100514,12893,2.6562,1.9594,2.483,0.1092,14656,598.69
hier_c_iso_k4,1000,3,1897246,235033,5.2279,1.9536,7.0383,0.1768,73280,638.19
hier_c_iso_k4_seg_node,1000,3,449183,55535,2.5717,0.5906,7.0383,0.0217,14656,638.19
hier_c_iso_k4_seg_total,1000,3,1796732,222140,2.5717,0.5906,7.0383,0.0725,58624,638.19
hier_c_iso_k4_glue,1000,3,100514,12893,2.6562,1.9536,2.4826,0.1043,14656,598.74
hier_c_iso_k8,1000,1,1909170,235061,4.0241,2.1974,3.8122,0.2495,131904,600.25
hier_c_iso_k8_seg_node,1000,1,225184,27660,1.3233,0.4168,3.8122,0.0153,14656,331.99
hier_c_iso_k8_seg_total,1000,1,1801472,221280,1.3233,0.4168,3.8122,0.1056,117248,331.99
hier_c_iso_k8_glue,1000,1,107698,13781,2.7008,2.1974,2.7386,0.1439,14656,600.25
hier_c_iso_k8,1000,2,1909170,235061,4.0241,1.9712,3.7905,0.2566,131904,600.26
hier_c_iso_k8_seg_node,1000,2,225184,27660,1.3233,0.4191,3.7905,0.0217,14656,331.89
hier_c_iso_k8_seg_total,1000,2,1801472,221280,1.3233,0.4191,3.7905,0.1183,117248,331.89
hier_c_iso_k8_glue,1000,2,107698,13781,2.7008,1.9712,2.5433,0.1383,14656,600.26
hier_c_iso_k8,1000,3,1909170,235061,4.0241,2.0037,3.7866,0.247,131904,600.37
hier_c_iso_k8_seg_node,1000,3,225184,27660,1.3233,0.4205,3.7866,0.0152,14656,331.82
hier_c_iso_k8_seg_total,1000,3,1801472,221280,1.3233,0.4205,3.7866,0.1028,117248,331.82
hier_c_iso_k8_glue,1000,3,107698,13781,2.7008,2.0037,2.5556,0.1442,14656,600.37
hier_c_iso_k2,1504,1,3098005,386547,13.1404,3.8021,23.1133,0.1147,43968,2106.09
hier_c_iso_k2_seg_node,1504,1,1477564,184003,8.5056,1.7403,23.1133,0.0151,14656,2106.09
hier_c_iso_k2_seg_total,1504,1,2955128,368006,8.5056,1.7403,23.1133,0.0278,29312,2106.09
hier_c_iso_k2_glue,1504,1,142877,18541,4.6348,3.8021,4.4588,0.0869,14656,1274.53
hier_c_iso_k2,1504,2,3098005,386547,13.1404,3.7422,22.7716,0.1086,43968,2105.84
hier_c_iso_k2_seg_node,1504,2,1477564,184003,8.5056,1.7083,22.7716,0.0127,14656,2105.84
hier_c_iso_k2_seg_total,1504,2,2955128,368006,8.5056,1.7083,22.7716,0.0254,29312,2105.84
hier_c_iso_k2_glue,1504,2,142877,18541,4.6348,3.7422,4.4337,0.0832,14656,1274.54
hier_c_iso_k2,1504,3,3098005,386547,13.1404,3.7892,22.7666,0.1153,43968,2105.78
hier_c_iso_k2_seg_node,1504,3,1477564,184003,8.5056,1.7087,22.7666,0.0165,14656,2105.78
hier_c_iso_k2_seg_total,1504,3,2955128,368006,8.5056,1.7087,22.7666,0.0294,29312,2105.78
hier_c_iso_k2_glue,1504,3,142877,18541,4.6348,3.7892,4.458,0.0859,14656,1274.19
hier_c_iso_k4,1504,1,3103964,386561,9.8954,3.8156,11.9787,0.1521,73280,1275.19
hier_c_iso_k4_seg_node,1504,1,739288,91883,4.3546,0.9546,11.9787,0.0145,14656,1106.16
hier_c_iso_k4_seg_total,1504,1,2957152,367532,4.3546,0.9546,11.9787,0.0516,58624,1106.16
